
Buscando mesa en Conforama ... 
Número de intentos realizados: 0

Buscando mesa en IKEA ... 
         1214583 function calls (1189118 primitive calls) in 9.773 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 threading.py:727(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        6    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
       34    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
       34    0.000    0.000    0.000    0.000 timeout.py:126(resolve_default_timeout)
      102    0.000    0.000    0.000    0.000 timeout.py:130(_validate_timeout)
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
       18    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
       16    0.000    0.000    0.000    0.000 timeout.py:188(clone)
       16    0.000    0.000    0.000    0.000 timeout.py:202(start_connect)
       34    0.000    0.000    0.000    0.000 timeout.py:227(connect_timeout)
       16    0.000    0.000    0.000    0.000 timeout.py:245(read_timeout)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(<module>)
        1    0.000    0.000    0.000    0.000 timeouts.py:34(_TimeoutsDescriptor)
        3    0.000    0.000    0.000    0.000 timeouts.py:42(__init__)
        1    0.000    0.000    0.000    0.000 timeouts.py:53(Timeouts)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.001    0.001 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 types.py:17(<module>)
      377    0.000    0.000    0.000    0.000 types.py:171(__get__)
        1    0.000    0.000    0.001    0.001 typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1006(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1026(Protocol)
        7    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
       14    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
    18189    0.002    0.000    0.002    0.000 typing.py:1149(cast)
      627    0.001    0.000    0.002    0.000 typing.py:120(_type_check)
       25    0.000    0.000    0.000    0.000 typing.py:1362(overload)
       38    0.000    0.000    0.000    0.000 typing.py:1435(_alias)
        1    0.000    0.000    0.000    0.000 typing.py:1521(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:153(_type_repr)
        1    0.000    0.000    0.000    0.000 typing.py:1531(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1541(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1551(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1561(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing.py:1571(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1581(SupportsRound)
        7    0.000    0.000    0.002    0.000 typing.py:1591(_make_nmtuple)
        7    0.000    0.000    0.001    0.000 typing.py:1593(<listcomp>)
        7    0.000    0.000    0.000    0.000 typing.py:1594(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1613(NamedTupleMeta)
        7    0.000    0.000    0.002    0.000 typing.py:1615(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1644(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:1670(__new__)
      200    0.000    0.000    0.000    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing.py:1734(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1749(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1760(TypedDict)
       59    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
       68    0.000    0.000    0.001    0.000 typing.py:187(_subs_tvars)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:1986(io)
        1    0.000    0.000    0.000    0.000 typing.py:2001(re)
       39    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
      142    0.000    0.000    0.001    0.000 typing.py:219(_remove_dups_flatten)
        8    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
11745/11683    0.009    0.000    0.028    0.000 typing.py:255(inner)
        1    0.000    0.000    0.000    0.000 typing.py:281(_Final)
       18    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
       16    0.000    0.000    0.000    0.000 typing.py:307(__new__)
       15    0.000    0.000    0.000    0.000 typing.py:320(__init__)
      527    0.000    0.000    0.000    0.000 typing.py:324(__eq__)
      704    0.000    0.000    0.000    0.000 typing.py:329(__hash__)
  207/145    0.001    0.000    0.005    0.000 typing.py:347(__getitem__)
      458    0.000    0.000    0.001    0.000 typing.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:489(ForwardRef)
       65    0.000    0.000    0.001    0.000 typing.py:496(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:524(__eq__)
       55    0.000    0.000    0.000    0.000 typing.py:532(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:539(TypeVar)
       25    0.000    0.000    0.000    0.000 typing.py:586(__init__)
       27    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
     2293    0.001    0.000    0.001    0.000 typing.py:646(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
      309    0.001    0.000    0.005    0.000 typing.py:659(__init__)
      909    0.000    0.000    0.000    0.000 typing.py:669(<genexpr>)
       68    0.000    0.000    0.002    0.000 typing.py:677(__getitem__)
      157    0.000    0.000    0.000    0.000 typing.py:685(<genexpr>)
      110    0.000    0.000    0.002    0.000 typing.py:689(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:693(__repr__)
        1    0.000    0.000    0.000    0.000 typing.py:701(<listcomp>)
      372    0.000    0.000    0.000    0.000 typing.py:711(__eq__)
11720/11579    0.008    0.000    0.011    0.000 typing.py:720(__hash__)
       17    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
        8    0.000    0.000    0.000    0.000 typing.py:742(<genexpr>)
     2293    0.001    0.000    0.002    0.000 typing.py:762(__setattr__)
       44    0.000    0.000    0.000    0.000 typing.py:768(__instancecheck__)
       44    0.000    0.000    0.000    0.000 typing.py:771(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 typing.py:798(_VariadicGenericAlias)
       99    0.000    0.000    0.002    0.000 typing.py:802(__getitem__)
       42    0.000    0.000    0.001    0.000 typing.py:818(__getitem_inner__)
       35    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
       61    0.000    0.000    0.000    0.000 typing.py:839(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:845(Generic)
       45    0.000    0.000    0.000    0.000 typing.py:868(__new__)
        9    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
       19    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
       13    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
       32    0.000    0.000    0.000    0.000 typing.py:900(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:936(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:943(_TypingEllipsis)
        1    0.000    0.000    0.002    0.002 typing_extensions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1248(_AnnotatedAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1287(Annotated)
      248    0.000    0.000    0.000    0.000 typing_extensions.py:1364(get_origin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1449(NoDefaultTypeMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:145(_Sentinel)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1456(NoDefaultType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1461(__new__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1486(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1494(_TypeVarLikeMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1503(TypeVar)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1547(_Immutable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1557(ParamSpecArgs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1580(ParamSpecKwargs)
      248    0.000    0.000    0.000    0.000 typing_extensions.py:162(_should_collect_from_parameters)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1660(ParamSpec)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1764(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:181(_AnyMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1832(_ConcatenateForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1902(_TypeGuardForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:192(Any)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2000(_TypeIsForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2047(_SpecialForm)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:2050(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:210(_ExtensionsSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2206(_RequiredForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2268(_ReadOnlyForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2369(_UnpackAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2372(_UnpackForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2462(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:263(_flatten_literal_params)
       16    0.000    0.000    0.000    0.000 typing_extensions.py:273(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2734(deprecated)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:277(_LiteralGenericAlias)
       13    0.000    0.000    0.000    0.000 typing_extensions.py:2776(__init__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:278(__eq__)
       13    0.000    0.000    0.000    0.000 typing_extensions.py:2793(__call__)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:285(__hash__)
       32    0.000    0.000    0.000    0.000 typing_extensions.py:2872(_check_generic)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:288(_LiteralForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:289(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:293(__getitem__)
      124    0.000    0.000    0.000    0.000 typing_extensions.py:2954(_has_generic_or_protocol_as_origin)
      248    0.000    0.000    0.000    0.000 typing_extensions.py:2976(_is_unpacked_typevartuple)
      124    0.000    0.000    0.001    0.000 typing_extensions.py:2989(_collect_type_vars)
       77    0.000    0.000    0.000    0.000 typing_extensions.py:3024(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3112(_NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3258(Buffer)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3322(NewType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3394(TypeAliasType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3553(Doc)
       40    0.000    0.000    0.000    0.000 typing_extensions.py:423(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:431(_SpecialGenericAlias)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:432(__init__)
       40    0.000    0.000    0.000    0.000 typing_extensions.py:443(__setattr__)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:518(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:572(_ProtocolMeta)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:579(__new__)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:595(__init__)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:658(__eq__)
       34    0.000    0.000    0.000    0.000 typing_extensions.py:669(__hash__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:697(Protocol)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:703(__init_subclass__)
       16    0.000    0.000    0.000    0.000 typing_extensions.py:708(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:722(runtime_checkable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:788(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:797(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:806(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:815(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:824(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:832(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:843(SupportsRound)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:855(_ensure_subclassable)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:856(inner)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:915(_TypedDictMeta)
        1    0.000    0.000    0.001    0.001 ui.py:18(<module>)
        1    0.000    0.000    0.006    0.006 universaldetector.py:28(<module>)
        1    0.000    0.000    0.000    0.000 universaldetector.py:51(UniversalDetector)
        1    0.000    0.000    0.017    0.017 url.py:1(<module>)
       32    0.000    0.000    0.000    0.000 url.py:100(__new__)
       16    0.000    0.000    0.000    0.000 url.py:121(request_uri)
       48    0.002    0.000    0.003    0.000 url.py:227(_encode_invalid_chars)
       32    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
       36    0.000    0.000    0.000    0.000 url.py:303(_normalize_host)
       20    0.000    0.000    0.000    0.000 url.py:326(<listcomp>)
       20    0.000    0.000    0.000    0.000 url.py:332(_idna_encode)
       16    0.000    0.000    0.001    0.000 url.py:351(_encode_target)
       32    0.001    0.000    0.004    0.000 url.py:369(parse_url)
        1    0.000    0.000    0.000    0.000 url.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
        1    0.000    0.000    0.000    0.000 utf8prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
      148    0.000    0.000    0.000    0.000 util.py:19(to_str)
        1    0.000    0.000    0.000    0.000 util.py:27(SelectorSyntaxError)
       12    0.000    0.000    0.000    0.000 util.py:7(to_bytes)
        1    0.000    0.000    0.000    0.000 utils.py:17(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:18(<module>)
       16    0.000    0.000    0.001    0.000 utils.py:23(dump_json)
       16    0.000    0.000    0.012    0.001 utils.py:27(load_json)
        4    0.000    0.000    0.000    0.000 utils.py:31(free_port)
        1    0.000    0.000    0.008    0.008 utils.py:5(<module>)
      170    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        5    0.000    0.000    0.000    0.000 utils.py:78(join_host_port)
        3    0.000    0.000    0.003    0.001 utils.py:93(is_connectable)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:132(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:72(SafeUUID)
        1    0.000    0.000    0.000    0.000 uuid.py:78(UUID)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 virtual_authenticator.py:18(<module>)
        6    0.000    0.000    0.000    0.000 virtual_authenticator.py:196(required_chromium_based_browser)
        6    0.000    0.000    0.000    0.000 virtual_authenticator.py:211(required_virtual_authenticator)
        1    0.000    0.000    0.000    0.000 virtual_authenticator.py:25(Protocol)
        1    0.000    0.000    0.000    0.000 virtual_authenticator.py:32(Transport)
        1    0.000    0.000    0.000    0.000 virtual_authenticator.py:41(VirtualAuthenticatorOptions)
        1    0.000    0.000    0.000    0.000 virtual_authenticator.py:79(Credential)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
       14    0.000    0.000    0.000    0.000 wait.py:113(wait_for_read)
        1    0.000    0.000    0.000    0.000 wait.py:18(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:39(WebDriverWait)
        2    0.000    0.000    0.000    0.000 wait.py:40(__init__)
       14    0.000    0.000    0.000    0.000 wait.py:57(poll_wait_for_socket)
       14    0.000    0.000    0.000    0.000 wait.py:74(do_poll)
        2    0.000    0.000    1.647    0.824 wait.py:81(until)
        1    0.000    0.000    0.000    0.000 wait.py:82(_have_working_poll)
        1    0.000    0.000    0.000    0.000 wait.py:95(wait_for_socket)
        3    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        3    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:284(update)
        2    0.000    0.000    0.000    0.000 weakref.py:517(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:561(__call__)
        1    0.000    0.000    9.773    9.773 web_scrapping.py:1(<module>)
        1    0.000    0.000    9.526    9.526 web_scrapping.py:5(web_scrapping_global)
        1    0.000    0.000    0.000    0.000 web_scrapping_conforama.py:1(<module>)
        1    0.000    0.000    5.151    5.151 web_scrapping_conforama.py:87(web_scrapping_conforama_tipo2)
        1    0.000    0.000    0.246    0.246 web_scrapping_ikea.py:1(<module>)
        1    0.001    0.001    4.371    4.371 web_scrapping_ikea.py:10(web_scrapping_ikea)
        1    0.000    0.000    0.000    0.000 webdriver.py:164(BaseWebDriver)
        2    0.000    0.000    0.019    0.010 webdriver.py:17(<module>)
        1    0.000    0.000    0.001    0.001 webdriver.py:172(WebDriver)
        7    0.000    0.000    0.134    0.019 webdriver.py:18(<module>)
        2    0.000    0.000    3.078    1.539 webdriver.py:188(__init__)
        1    0.000    0.000    0.000    0.000 webdriver.py:25(ChromiumDriver)
        2    0.000    0.000    0.000    0.000 webdriver.py:25(WebDriver)
        4    0.000    0.000    0.000    0.000 webdriver.py:27(WebDriver)
        2    0.000    0.000    0.000    0.000 webdriver.py:306(start_client)
        2    0.000    0.000    0.000    0.000 webdriver.py:313(stop_client)
        1    0.000    0.000    0.000    0.000 webdriver.py:32(WebDriver)
        2    0.000    0.000    3.078    1.539 webdriver.py:321(start_session)
    61/16    0.000    0.000    0.000    0.000 webdriver.py:333(_wrap_value)
        8    0.000    0.000    0.000    0.000 webdriver.py:344(<genexpr>)
       70    0.000    0.000    0.000    0.000 webdriver.py:347(create_web_element)
   140/16    0.000    0.000    0.000    0.000 webdriver.py:351(_unwrap_value)
       75    0.000    0.000    0.000    0.000 webdriver.py:361(<genexpr>)
       16    0.000    0.000    7.446    0.465 webdriver.py:364(execute)
        2    0.000    0.000    3.095    1.548 webdriver.py:38(__init__)
        3    0.000    0.000    2.462    0.821 webdriver.py:391(get)
        2    0.000    0.000    0.185    0.092 webdriver.py:476(page_source)
        2    0.000    0.000    1.551    0.775 webdriver.py:497(quit)
        2    0.000    0.000    0.025    0.013 webdriver.py:654(add_cookie)
        5    0.000    0.000    0.146    0.029 webdriver.py:772(find_elements)
        2    0.000    0.000    1.558    0.779 webdriver.py:78(quit)
        2    0.000    0.000    0.000    0.000 webdriver.py:84(_create_caps)
        2    0.000    0.000    0.000    0.000 webdriver.py:966(file_detector)
        1    0.000    0.000    0.000    0.000 webelement.py:17(<module>)
        1    0.000    0.000    0.000    0.000 webelement.py:52(BaseWebElement)
        1    0.000    0.000    0.000    0.000 webelement.py:62(WebElement)
       70    0.000    0.000    0.000    0.000 webelement.py:75(__init__)
        1    0.000    0.000    0.006    0.006 websocket_connection.py:17(<module>)
        1    0.000    0.000    0.000    0.000 websocket_connection.py:28(WebSocketConnection)
        1    0.000    0.000    0.000    0.000 wheel_actions.py:17(<module>)
        1    0.000    0.000    0.000    0.000 wheel_actions.py:21(WheelActions)
        1    0.000    0.000    0.000    0.000 wheel_input.py:17(<module>)
        1    0.000    0.000    0.000    0.000 wheel_input.py:25(ScrollOrigin)
        1    0.000    0.000    0.000    0.000 wheel_input.py:52(WheelInput)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:13(Options)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:213(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:257(DOMInputSource)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:306(DOMBuilderFilter)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:335(DocumentLS)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:368(DOMImplementationLS)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:45(DOMBuilder)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1116(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1194(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1968(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2200(CompleteDirs)
        1    0.000    0.000    0.000    0.000 zipfile.py:2250(FastLookup)
        1    0.000    0.000    0.000    0.000 zipfile.py:2268(Path)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:615(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:638(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:739(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:777(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:797(ZipExtFile)
     4423    0.005    0.000    0.005    0.000 {built-in method __new__ of type object at 0x907780}
       84    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      110    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    77/59    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        9    0.000    0.000    0.000    0.000 {built-in method _bisect.insort_right}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      289    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     1697    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       20    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
        8    0.002    0.000    0.002    0.000 {built-in method _imp.create_dynamic}
       20    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        8    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
      112    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      318    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     1697    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      700    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring}
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        3    0.001    0.000    0.001    0.000 {built-in method _posixsubprocess.fork_exec}
        8    0.001    0.000    0.002    0.000 {built-in method _socket.getaddrinfo}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
       53    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       41    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      187    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
     1647    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      923    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      700    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      757    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        5    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        4    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  820/818    0.009    0.000    0.063    0.000 {built-in method builtins.__build_class__}
     48/8    0.000    0.000    0.191    0.024 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       99    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      385    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      224    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      700    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       66    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
    324/1    0.002    0.000    9.773    9.773 {built-in method builtins.exec}
