
Buscando mesa en Conforama ... 
Número de intentos realizados: 0

Buscando mesa en IKEA ... 
         1214583 function calls (1189118 primitive calls) in 9.773 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       70    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
       72    0.000    0.000    0.001    0.000 message.py:564(get_content_type)
       54    0.000    0.000    0.001    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.004    0.004 metadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 metadata.py:119(PackagePath)
        1    0.000    0.000    0.000    0.000 metadata.py:135(FileHash)
        1    0.000    0.000    0.000    0.000 metadata.py:143(Distribution)
        1    0.000    0.000    0.000    0.000 metadata.py:339(DistributionFinder)
        1    0.000    0.000    0.000    0.000 metadata.py:344(Context)
        2    0.000    0.000    0.000    0.000 metadata.py:362(__init__)
        1    0.000    0.000    0.000    0.000 metadata.py:37(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 metadata.py:386(FastPath)
        1    0.000    0.000    0.000    0.000 metadata.py:41(EntryPoint)
        1    0.000    0.000    0.000    0.000 metadata.py:434(Prepared)
        1    0.000    0.000    0.000    0.000 metadata.py:455(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 metadata.py:478(PathDistribution)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:384(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 minicompat.py:1(<module>)
       14    0.000    0.000    0.000    0.000 minicompat.py:101(defproperty)
        1    0.000    0.000    0.000    0.000 minicompat.py:50(NodeList)
        1    0.000    0.000    0.000    0.000 minicompat.py:74(EmptyNodeList)
        1    0.000    0.000    0.001    0.001 minidom.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:1066(Text)
        1    0.000    0.000    0.000    0.000 minidom.py:1175(Comment)
        1    0.000    0.000    0.000    0.000 minidom.py:1189(CDATASection)
        1    0.000    0.000    0.000    0.000 minidom.py:1201(ReadOnlySequentialNamedNodeMap)
        1    0.000    0.000    0.000    0.000 minidom.py:1267(Identified)
        1    0.000    0.000    0.000    0.000 minidom.py:1282(DocumentType)
        1    0.000    0.000    0.000    0.000 minidom.py:1342(Entity)
        1    0.000    0.000    0.000    0.000 minidom.py:1382(Notation)
        1    0.000    0.000    0.000    0.000 minidom.py:1391(DOMImplementation)
        1    0.000    0.000    0.000    0.000 minidom.py:1470(ElementInfo)
        1    0.000    0.000    0.000    0.000 minidom.py:1520(Document)
        1    0.000    0.000    0.000    0.000 minidom.py:326(DocumentFragment)
        1    0.000    0.000    0.000    0.000 minidom.py:34(Node)
        1    0.000    0.000    0.000    0.000 minidom.py:344(Attr)
        1    0.000    0.000    0.000    0.000 minidom.py:470(NamedNodeMap)
        1    0.000    0.000    0.000    0.000 minidom.py:639(TypeInfo)
        1    0.000    0.000    0.000    0.000 minidom.py:642(__init__)
        1    0.000    0.000    0.000    0.000 minidom.py:661(Element)
        1    0.000    0.000    0.000    0.000 minidom.py:925(Childless)
        1    0.000    0.000    0.000    0.000 minidom.py:966(ProcessingInstruction)
        1    0.000    0.000    0.000    0.000 minidom.py:992(CharacterData)
        1    0.000    0.000    0.000    0.000 mobile.py:18(<module>)
        1    0.000    0.000    0.000    0.000 mobile.py:21(_ConnectionType)
        4    0.000    0.000    0.000    0.000 mobile.py:22(__init__)
        1    0.000    0.000    0.000    0.000 mobile.py:38(Mobile)
        2    0.000    0.000    0.000    0.000 mobile.py:45(__init__)
        1    0.000    0.000    0.000    0.000 mouse_button.py:19(<module>)
        1    0.000    0.000    0.000    0.000 mouse_button.py:19(MouseButton)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        2    0.000    0.000    0.000    0.000 options.py:107(to_capabilities)
        1    0.000    0.000    0.000    0.000 options.py:113(_TimeoutsDescriptor)
        1    0.000    0.000    0.000    0.000 options.py:122(__init__)
        2    0.000    0.000    0.000    0.000 options.py:134(default_capabilities)
        1    0.000    0.000    0.000    0.000 options.py:135(_ProxyDescriptor)
        1    0.000    0.000    0.000    0.000 options.py:138(__init__)
        1    0.000    0.000    0.000    0.000 options.py:151(BaseOptions)
        5    0.000    0.000    0.002    0.000 options.py:17(<module>)
        4    0.000    0.000    0.007    0.002 options.py:18(<module>)
        2    0.000    0.000    0.000    0.000 options.py:22(Options)
        1    0.000    0.000    0.000    0.000 options.py:23(Options)
        1    0.000    0.000    0.000    0.000 options.py:23(_SafariOptionsDescriptor)
        1    0.000    0.000    0.000    0.000 options.py:24(Options)
        1    0.000    0.000    0.000    0.000 options.py:25(ElementScrollBehavior)
        1    0.000    0.000    0.000    0.000 options.py:27(PageLoadStrategy)
        1    0.000    0.000    0.000    0.000 options.py:30(ChromiumOptions)
        1    0.000    0.000    0.000    0.000 options.py:30(Log)
        1    0.000    0.000    0.000    0.000 options.py:30(_IeOptionsDescriptor)
        2    0.000    0.000    0.000    0.000 options.py:31(__init__)
        2    0.000    0.000    0.000    0.000 options.py:34(to_capabilities)
        1    0.000    0.000    0.000    0.000 options.py:40(Options)
        1    0.000    0.000    0.000    0.000 options.py:43(_BaseOptionsDescriptor)
        2    0.000    0.000    0.000    0.000 options.py:43(__init__)
        9    0.000    0.000    0.000    0.000 options.py:44(__init__)
        3    0.000    0.000    0.000    0.000 options.py:442(__init__)
        3    0.000    0.000    0.000    0.000 options.py:45(__init__)
        2    0.000    0.000    0.000    0.000 options.py:450(capabilities)
        3    0.000    0.000    0.000    0.000 options.py:454(set_capability)
        1    0.000    0.000    0.000    0.000 options.py:492(ArgOptions)
        3    0.000    0.000    0.000    0.000 options.py:497(__init__)
        2    0.000    0.000    0.000    0.000 options.py:506(add_argument)
        1    0.000    0.000    0.000    0.000 options.py:534(default_capabilities)
        1    0.000    0.000    0.000    0.000 options.py:63(Options)
        1    0.000    0.000    0.000    0.000 options.py:67(_PageLoadStrategyDescriptor)
       17    0.000    0.000    0.000    0.000 options.py:67(__init__)
        1    0.000    0.000    0.000    0.000 options.py:74(__init__)
        1    0.000    0.000    0.000    0.000 options.py:86(Options)
        1    0.000    0.000    0.000    0.000 options.py:87(_UnHandledPromptBehaviorDescriptor)
        1    0.000    0.000    0.000    0.000 options.py:97(__init__)
        3    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        1    0.000    0.000    0.000    0.000 os.py:613(get_exec_path)
      341    0.000    0.000    0.001    0.000 os.py:670(__getitem__)
      324    0.000    0.000    0.000    0.000 os.py:693(__iter__)
      341    0.000    0.000    0.000    0.000 os.py:748(encode)
      642    0.000    0.000    0.000    0.000 os.py:752(decode)
        5    0.000    0.000    0.000    0.000 os.py:766(getenv)
      335    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        1    0.000    0.000    0.000    0.000 os.py:812(fsdecode)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
        3    0.000    0.000    0.000    0.000 parse.py:1024(unwrap)
        3    0.000    0.000    0.000    0.000 parse.py:1045(_splittype)
        3    0.000    0.000    0.000    0.000 parse.py:1066(_splithost)
       42    0.000    0.000    0.000    0.000 parse.py:111(_noop)
        3    0.000    0.000    0.000    0.000 parse.py:1176(_splittag)
       42    0.000    0.000    0.000    0.000 parse.py:122(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:147(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:155(_NetlocResultMixinBase)
       16    0.000    0.000    0.000    0.000 parse.py:159(username)
        1    0.000    0.000    0.000    0.000 parse.py:192(_NetlocResultMixinStr)
       16    0.000    0.000    0.000    0.000 parse.py:195(_userinfo)
        1    0.000    0.000    0.000    0.000 parse.py:222(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:327(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:335(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:340(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:346(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:354(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:359(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:365(_fix_result_transcoding)
       21    0.000    0.000    0.001    0.000 parse.py:378(urlparse)
       15    0.000    0.000    0.000    0.000 parse.py:403(_splitnetloc)
       15    0.000    0.000    0.000    0.000 parse.py:411(_checknetloc)
       21    0.000    0.000    0.001    0.000 parse.py:457(urlsplit)
        3    0.000    0.000    0.000    0.000 parse.py:655(unquote)
        1    0.000    0.000    0.000    0.000 parse.py:808(Quoter)
        1    0.000    0.000    0.003    0.003 parser.py:1(<module>)
        2    0.000    0.000    0.494    0.247 parser.py:104(feed)
        2    0.000    0.000    0.000    0.000 parser.py:113(close)
      166    0.001    0.000    0.002    0.000 parser.py:123(set_cdata_mode)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
     5334    0.002    0.000    0.002    0.000 parser.py:127(clear_cdata_mode)
        4    0.037    0.009    0.494    0.124 parser.py:134(goahead)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
       18    0.000    0.000    0.000    0.000 parser.py:17(__init__)
     5697    0.049    0.000    0.307    0.000 parser.py:301(parse_starttag)
     5697    0.006    0.000    0.022    0.000 parser.py:352(check_for_whole_start_tag)
     5334    0.016    0.000    0.098    0.000 parser.py:386(parse_endtag)
       18    0.000    0.000    0.004    0.000 parser.py:41(parse)
        1    0.000    0.000    0.013    0.013 parser.py:5(<module>)
       18    0.000    0.000    0.005    0.000 parser.py:59(parsestr)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        2    0.000    0.000    0.000    0.000 parser.py:87(__init__)
        2    0.000    0.000    0.000    0.000 parser.py:96(reset)
        1    0.000    0.000    0.002    0.002 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1002(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1012(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1025(Path)
        3    0.000    0.000    0.000    0.000 pathlib.py:1039(__new__)
        3    0.000    0.000    0.000    0.000 pathlib.py:1049(_init)
        2    0.000    0.000    0.000    0.000 pathlib.py:1193(stat)
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:137(<setcomp>)
        2    0.000    0.000    0.000    0.000 pathlib.py:1433(is_file)
        1    0.000    0.000    0.000    0.000 pathlib.py:1562(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1569(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:285(_PosixFlavour)
        3    0.000    0.000    0.000    0.000 pathlib.py:293(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:394(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:399(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:479(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:504(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:510(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:526(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:557(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:601(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:61(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:629(PurePath)
        3    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
        3    0.000    0.000    0.000    0.000 pathlib.py:658(_parse_args)
        3    0.000    0.000    0.000    0.000 pathlib.py:678(_from_parts)
        3    0.000    0.000    0.000    0.000 pathlib.py:701(_format_parsed_parts)
        3    0.000    0.000    0.000    0.000 pathlib.py:718(__str__)
        2    0.000    0.000    0.000    0.000 pathlib.py:728(__fspath__)
        1    0.000    0.000    0.002    0.002 platform.py:3(<module>)
        1    0.000    0.000    0.002    0.002 platform.py:604(_syscmd_uname)
        6    0.000    0.000    0.002    0.000 platform.py:747(uname)
        6    0.000    0.000    0.002    0.000 platform.py:885(system)
        1    0.000    0.000    0.000    0.000 pointer_actions.py:17(<module>)
        1    0.000    0.000    0.000    0.000 pointer_actions.py:27(PointerActions)
        1    0.000    0.000    0.000    0.000 pointer_input.py:17(<module>)
        1    0.000    0.000    0.000    0.000 pointer_input.py:28(PointerInput)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:162(PoolManager)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:229(_new_pool)
        2    0.000    0.000    0.000    0.000 poolmanager.py:267(clear)
       16    0.000    0.000    0.002    0.000 poolmanager.py:276(connection_from_host)
       16    0.000    0.000    0.001    0.000 poolmanager.py:305(connection_from_context)
       16    0.000    0.000    0.001    0.000 poolmanager.py:330(connection_from_pool_key)
       16    0.000    0.000    0.000    0.000 poolmanager.py:374(_merge_pool_kwargs)
       16    0.000    0.000    0.000    0.000 poolmanager.py:396(_proxy_requires_url_absolute_form)
       16    0.000    0.000    7.425    0.464 poolmanager.py:409(urlopen)
        1    0.000    0.000    0.000    0.000 poolmanager.py:492(ProxyManager)
        1    0.000    0.000    0.000    0.000 poolmanager.py:56(PoolKey)
       16    0.000    0.000    0.001    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 posixpath.py:100(split)
        8    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        4    0.000    0.000    0.000    0.000 posixpath.py:164(islink)
        5    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
        1    0.000    0.000    0.000    0.000 posixpath.py:372(abspath)
        1    0.000    0.000    0.000    0.000 posixpath.py:387(realpath)
      2/1    0.000    0.000    0.000    0.000 posixpath.py:396(_joinrealpath)
       41    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       13    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        3    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
       29    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 print_page_options.py:109(_PageOrientationDescriptor)
        1    0.000    0.000    0.000    0.000 print_page_options.py:114(__init__)
        1    0.000    0.000    0.000    0.000 print_page_options.py:126(_ValidateTypeDescriptor)
        3    0.000    0.000    0.000    0.000 print_page_options.py:129(__init__)
        1    0.000    0.000    0.000    0.000 print_page_options.py:142(_ValidateBackGround)
        1    0.000    0.000    0.000    0.000 print_page_options.py:145(__init__)
        1    0.000    0.000    0.000    0.000 print_page_options.py:149(_ValidateShrinkToFit)
        1    0.000    0.000    0.000    0.000 print_page_options.py:152(__init__)
        1    0.000    0.000    0.000    0.000 print_page_options.py:156(_ValidatePageRanges)
        1    0.000    0.000    0.000    0.000 print_page_options.py:159(__init__)
        1    0.000    0.000    0.000    0.000 print_page_options.py:163(PrintOptions)
        1    0.000    0.000    0.000    0.000 print_page_options.py:19(<module>)
        1    0.000    0.000    0.000    0.000 print_page_options.py:57(_PageSettingsDescriptor)
        2    0.000    0.000    0.000    0.000 print_page_options.py:60(__init__)
        1    0.000    0.000    0.000    0.000 print_page_options.py:72(_MarginSettingsDescriptor)
        4    0.000    0.000    0.000    0.000 print_page_options.py:81(__init__)
        1    0.000    0.000    0.000    0.000 print_page_options.py:93(_ScaleDescriptor)
        1    0.000    0.000    0.000    0.000 print_page_options.py:96(__init__)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 probe.py:13(__init__)
        1    0.000    0.000    0.000    0.000 probe.py:6(_HTTP2ProbeCache)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
       16    0.000    0.000    0.000    0.000 proxy.py:11(connection_requires_http_tunnel)
        1    0.000    0.000    0.000    0.000 proxy.py:17(<module>)
        1    0.000    0.000    0.000    0.000 proxy.py:20(ProxyTypeFactory)
        7    0.000    0.000    0.000    0.000 proxy.py:23(make)
        1    0.000    0.000    0.000    0.000 proxy.py:238(__init__)
        2    0.000    0.000    0.000    0.000 proxy.py:268(proxy_type)
        1    0.000    0.000    0.000    0.000 proxy.py:273(proxy_type)
        1    0.000    0.000    0.000    0.000 proxy.py:28(ProxyType)
        1    0.000    0.000    0.000    0.000 proxy.py:283(_verify_proxy_type_compatibility)
        1    0.000    0.000    0.000    0.000 proxy.py:43(load)
        1    0.000    0.000    0.000    0.000 proxy.py:55(_ProxyTypeDescriptor)
       10    0.000    0.000    0.000    0.000 proxy.py:56(__init__)
        1    0.000    0.000    0.000    0.000 proxy.py:71(Proxy)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
       18    0.000    0.000    0.001    0.000 queue.py:121(put)
       20    0.000    0.000    0.000    0.000 queue.py:153(get)
        1    0.000    0.000    0.000    0.000 queue.py:22(Full)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        2    0.000    0.000    0.000    0.000 queue.py:242(_init)
       38    0.000    0.000    0.000    0.000 queue.py:245(_qsize)
       18    0.000    0.000    0.000    0.000 queue.py:248(_put)
       18    0.000    0.000    0.000    0.000 queue.py:251(_get)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        2    0.000    0.000    0.000    0.000 queue.py:33(__init__)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        1    0.000    0.000    0.000    0.000 random.py:94(__init__)
      415    0.000    0.000    0.112    0.000 re.py:250(compile)
      101    0.000    0.000    0.000    0.000 re.py:270(escape)
      415    0.002    0.000    0.112    0.000 re.py:289(_compile)
        1    0.000    0.000    0.001    0.001 relative_locator.py:17(<module>)
        1    0.000    0.000    0.000    0.000 relative_locator.py:62(RelativeBy)
        1    0.000    0.000    0.002    0.002 remote_connection.py:141(RemoteConnection)
        1    0.000    0.000    0.046    0.046 remote_connection.py:17(<module>)
        3    0.000    0.000    0.041    0.014 remote_connection.py:18(<module>)
        1    0.000    0.000    0.000    0.000 remote_connection.py:23(ChromiumRemoteConnection)
       16    0.000    0.000    0.000    0.000 remote_connection.py:240(get_remote_connection_headers)
        1    0.000    0.000    0.000    0.000 remote_connection.py:25(FirefoxRemoteConnection)
        1    0.000    0.000    0.000    0.000 remote_connection.py:25(SafariRemoteConnection)
        2    0.000    0.000    0.001    0.000 remote_connection.py:28(__init__)
        2    0.000    0.000    0.000    0.000 remote_connection.py:281(_get_connection_manager)
        2    0.000    0.000    0.000    0.000 remote_connection.py:306(__init__)
       16    0.001    0.000    7.444    0.465 remote_connection.py:381(execute)
       16    0.000    0.000    0.000    0.000 remote_connection.py:396(<setcomp>)
       16    0.001    0.000    7.442    0.465 remote_connection.py:406(_request)
       16    0.000    0.000    0.000    0.000 remote_connection.py:447(<listcomp>)
        2    0.000    0.000    0.000    0.000 remote_connection.py:468(close)
    26/16    0.000    0.000    0.000    0.000 remote_connection.py:473(_trim_large_entries)
        2    0.000    0.000    0.030    0.015 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1056(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1067(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1086(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1232(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1250(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1262(AbstractHTTPHandler)
        2    0.000    0.000    0.000    0.000 request.py:1264(__init__)
        3    0.000    0.000    0.000    0.000 request.py:1275(do_request_)
        3    0.001    0.000    0.003    0.001 request.py:1313(do_open)
        3    0.000    0.000    0.000    0.000 request.py:1327(<dictcomp>)
       16    0.000    0.000    0.000    0.000 request.py:134(set_file_position)
        3    0.000    0.000    0.000    0.000 request.py:1340(<dictcomp>)
        1    0.000    0.000    0.000    0.000 request.py:1380(HTTPHandler)
        3    0.000    0.000    0.003    0.001 request.py:1382(http_open)
        1    0.000    0.000    0.000    0.000 request.py:1389(HTTPSHandler)
        3    0.000    0.000    0.006    0.002 request.py:139(urlopen)
        1    0.000    0.000    0.000    0.000 request.py:1391(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1404(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1422(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1480(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1537(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1595(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1648(DataHandler)
        1    0.000    0.000    0.000    0.000 request.py:1701(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:184(ChunksAndContentLength)
       16    0.000    0.000    0.000    0.000 request.py:189(body_to_chunks)
        1    0.000    0.000    0.000    0.000 request.py:2146(FancyURLopener)
        1    0.000    0.000    0.000    0.000 request.py:2399(ftpwrapper)
        1    0.000    0.000    0.001    0.001 request.py:2494(getproxies_environment)
        3    0.000    0.000    0.000    0.000 request.py:307(request_host)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        3    0.000    0.000    0.001    0.000 request.py:325(__init__)
       13    0.000    0.000    0.000    0.000 request.py:343(full_url)
        3    0.000    0.000    0.001    0.000 request.py:349(full_url)
       15    0.000    0.000    0.000    0.000 request.py:362(data)
        3    0.000    0.000    0.000    0.000 request.py:366(data)
        3    0.000    0.000    0.001    0.000 request.py:380(_parse)
        6    0.000    0.000    0.000    0.000 request.py:388(get_method)
        1    0.000    0.000    0.000    0.000 request.py:39(_TYPE_FAILEDTELL)
        2    0.000    0.000    0.000    0.000 request.py:393(get_full_url)
        3    0.000    0.000    0.000    0.000 request.py:404(has_proxy)
        6    0.000    0.000    0.000    0.000 request.py:411(add_unredirected_header)
        9    0.000    0.000    0.000    0.000 request.py:415(has_header)
        1    0.000    0.000    0.000    0.000 request.py:432(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:433(__init__)
       10    0.000    0.000    0.001    0.000 request.py:444(add_handler)
       10    0.000    0.000    0.003    0.000 request.py:495(_call_chain)
        3    0.000    0.000    0.005    0.002 request.py:506(open)
        3    0.000    0.000    0.003    0.001 request.py:535(_open)
        2    0.000    0.000    0.000    0.000 request.py:550(error)
        1    0.000    0.000    0.001    0.001 request.py:575(build_opener)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        9    0.000    0.000    0.000    0.000 request.py:614(add_parent)
       16    0.000    0.000    0.000    0.000 request.py:621(__lt__)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        2    0.000    0.000    0.000    0.000 request.py:634(http_response)
        1    0.000    0.000    0.000    0.000 request.py:647(HTTPDefaultErrorHandler)
        2    0.000    0.000    0.000    0.000 request.py:648(http_error_default)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:797(ProxyHandler)
        1    0.000    0.000    0.001    0.001 request.py:801(__init__)
        1    0.000    0.000    0.000    0.000 request.py:840(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:904(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:914(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.001    0.001 request.py:945(AbstractBasicAuthHandler)
        1    0.000    0.000    0.003    0.003 resources.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resources.py:173(path)
        1    0.000    0.000    0.000    0.000 resources.py:34(_get_package)
        1    0.000    0.000    0.000    0.000 resources.py:54(_normalize_path)
        1    0.000    0.000    0.000    0.000 resources.py:66(_get_resource_reader)
        3    0.000    0.000    0.006    0.002 response.py:1(<module>)
       16    0.000    0.000    0.000    0.000 response.py:1069(close)
       32    0.000    0.000    0.000    0.000 response.py:1079(closed)
        1    0.000    0.000    0.000    0.000 response.py:110(GzipDecoderState)
        1    0.000    0.000    0.000    0.000 response.py:116(GzipDecoder)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:188(MultiDecoder)
        2    0.000    0.000    0.000    0.000 response.py:19(__init__)
        1    0.000    0.000    0.000    0.000 response.py:227(BytesQueueBuffer)
       16    0.000    0.000    0.000    0.000 response.py:244(__init__)
        1    0.000    0.000    0.000    0.000 response.py:300(BaseHTTPResponse)
       16    0.000    0.000    0.000    0.000 response.py:315(__init__)
       32    0.000    0.000    0.000    0.000 response.py:343(<genexpr>)
       16    0.000    0.000    0.000    0.000 response.py:350(get_redirect_location)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
       16    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       32    0.000    0.000    0.000    0.000 response.py:403(retries)
       16    0.000    0.000    0.000    0.000 response.py:446(_init_decoder)
       16    0.000    0.000    0.000    0.000 response.py:465(_decode)
       16    0.000    0.000    0.000    0.000 response.py:495(_flush_decoder)
        1    0.000    0.000    0.000    0.000 response.py:540(HTTPResponse)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
       16    0.000    0.000    0.004    0.000 response.py:573(__init__)
        2    0.000    0.000    0.000    0.000 response.py:60(__init__)
       16    0.000    0.000    0.000    0.000 response.py:635(release_conn)
       16    0.000    0.000    0.000    0.000 response.py:653(data)
       16    0.000    0.000    0.000    0.000 response.py:679(_init_length)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 response.py:70(ContentDecoder)
       16    0.000    0.000    0.000    0.000 response.py:706(<setcomp>)
        2    0.000    0.000    0.000    0.000 response.py:71(__init__)
       32    0.000    0.000    0.000    0.000 response.py:735(_error_catcher)
        1    0.000    0.000    0.000    0.000 response.py:78(DeflateDecoder)
       16    0.000    0.000    0.000    0.000 response.py:79(<listcomp>)
       16    0.000    0.000    0.002    0.000 response.py:801(_fp_read)
